Gene	CRE1	CRE2	CRE3	CRE4	FLOX1A	FLOX1	FLOX2A	FLOX2	FLOX3	FLOX4A
P2ry10	13.25306768	19.59969678	9.242959432	7.485057529	5.866084876	8.592549219	9.408730676	4.610983076	8.428388588	25.71861256
P2ry10b	35.32302975	29.11355738	26.29000071	25.32822497	15.51093608	18.06316916	16.60135537	26.73226965	27.11255975	27.60004126
P2ry12	33.16039528	31.57305241	24.68040883	22.62528753	8.38526243	26.27940235	10.84725561	31.09555529	19.3927525	10.99513839
P2ry13	14.63937183	17.63591394	14.92530652	13.28786728	11.44426375	14.00731868	11.19716709	18.86311258	16.27872398	10.16661933
P2ry14	9.297479836	13.40329459	8.267449201	6.766794432	11.08438124	7.547226929	12.6162525	12.09906716	10.88977641	10.80526944
P2ry2	26.83884835	25.2622551	44.01989914	38.84291218	29.07850662	29.79168525	32.32793205	33.03902749	34.75777949	29.08447125
P2ry6	178.2417456	154.0520915	143.1073508	147.1305248	149.1173171	165.3908926	144.4162401	165.4999959	155.757367	115.2677145
P3h1	11.46011431	10.50528495	11.8524493	10.26360161	10.6345281	12.69021259	10.28350935	14.72847073	9.901491903	9.95948956
P3h2	0.351197051	0.209724382	0.17071429	0.170114944	0.755753266	0.250877349	0.388790524	0.857414208	0.633993832	1.070170455
P3h3	4.399205171	3.431853523	4.926326663	2.495019176	9.338951075	6.355559519	6.959350376	9.241019801	6.824757131	9.717838167
P3h4	0.184840553	0.266921941	0.024387756	0.207918265	0.215929505	0.104532229	0.097197631	0.038107298	0.522112567	0.155347324
P4ha1	240.3851397	242.632044	329.4785803	252.7530032	245.8897234	242.0339229	230.9026921	227.8054283	251.4531418	288.4454593
P4ha2	25.71132098	24.23269904	30.89928654	18.52362722	14.57524156	22.89255814	10.96389277	26.84659155	20.39968388	20.05706563
P4ha3	0.092420277	0.095329265	0.121938779	0.340229888	0.089970627	0.062719337	0.15551621	0.076214596	0.093234387	0.103564883
P4hb	922.1510368	877.2008262	1080.133702	968.6344902	1202.241499	1071.455347	1184.022661	1026.153325	1141.785597	1088.881178
P4htm	0.425133273	0.857963381	0.682857161	0.945083021	1.007671022	0.898977169	0.855339152	0.381072981	1.156106399	0.517824414
Pa2g4	103.5107099	95.11954013	82.08918588	76.4194131	134.0022517	176.4922153	127.6204894	172.9690263	132.9895297	129.404321
Pabpc1	1011.447508	972.6826176	920.7109431	874.1450897	1365.250281	1265.613509	1385.435592	1200.341784	1156.442043	1341.959229
Pabpc1l	1.478724427	1.429938968	1.804693926	2.154789289	2.141300921	1.547076988	2.507698879	1.352809084	1.156106399	2.468296373
Pabpc4	44.71292987	52.50735889	38.19122551	37.29297602	59.3266314	69.43030646	54.76114528	63.31527587	54.20647262	46.36254586
Pabpc4l	0	0	0.024387756	0	0.089970627	0	0	0	0	0.017260814
Pabpn1	23.69655895	24.84280633	28.21663341	30.0914434	36.67202754	26.13305723	37.20725313	29.64747796	33.6762606	31.6563325
Pabpn1l	0.018484055	0	0.073163267	0	0.197935379	0	0	0.152429193	0	0.034521628
Pacc1	34.54669943	38.18890336	38.09367449	32.30293767	24.6699459	58.49623531	26.59327183	61.48612556	44.9016808	33.98654236
Pacrg	0.462101383	0.285987794	0.365816336	0.585951473	0.107964752	0.250877349	0.097197631	0.323912034	0.111881264	0.120825697
Pacs1	45.45229208	43.3557495	52.94581775	51.79054957	37.80565744	29.85440458	36.89622071	49.02503907	37.08863916	41.18430172
Pacs2	123.4550056	119.6572928	122.719187	119.2505756	127.6323314	101.9398297	127.1928199	140.787413	112.7390208	124.3814242
Pacsin1	2.957448854	3.355590111	2.170510262	2.816347403	5.776114249	2.38333482	2.974247507	1.429023681	1.193400154	2.105819283
Pacsin2	214.8586593	202.2315017	184.1763315	171.2868468	160.2916689	207.1828778	164.2639963	238.2277744	199.9131727	184.1556224
Pacsin3	0.887234656	1.18208288	0.292653069	0.963984682	0.737759141	0.522661145	1.088613467	0.971736103	1.174753277	0.759475807
Padi1	0	0.038131706	0.024387756	0	0.017994125	0.020906446	0.019439526	0.190536491	0.018646877	0.017260814
Padi2	11.55253459	15.99625059	16.63244943	16.31213295	35.53839764	16.45337283	35.34105861	15.77642143	15.73796453	33.03719761
Padi3	1.552660649	2.306968201	0.682857161	1.531034494	0.899706269	1.442544759	0.56374626	0.933628805	0.801815728	0.379737904
Padi4	137.8540847	132.8699289	98.38020672	98.13742093	37.58972793	33.11581013	43.44734104	24.59826095	33.11685427	30.84507425
Padi6	0.073936221	0.095329265	0.146326535	0.094508302	0.071976502	0	0	0.095268245	0.055940632	0.017260814
Paf1	123.6583302	146.6354747	132.3279627	175.5019171	121.9281936	129.7454026	120.2723485	106.090718	148.764788	132.9427879
Pafah1b1	249.4608109	243.0514928	276.1913339	270.1425308	197.6294791	228.3192944	200.1493617	255.7952388	265.8671781	253.8375277
Pafah1b2	95.83982694	88.35116235	75.04112446	79.0467439	64.86882202	92.19742592	70.89595202	106.2622009	90.38141479	85.71720131
Pafah1b3	12.56915763	13.17450436	13.14500035	11.6056195	20.06344981	15.90980524	19.03129614	12.91837407	13.35116422	16.7602502
Pafah2	10.2216826	6.577719252	5.97500016	5.368071561	4.066672337	5.31023723	3.285279926	8.154961804	5.519475712	5.264548208
Pag1	33.25281556	33.38430843	72.40724684	64.9083019	43.36584218	32.69768121	53.26430176	53.76939769	53.96406322	61.12054165
Pagr1a	0	0	0	0.01890166	0	0	0	0.019053649	0	0
Paics	116.5974211	100.8774277	76.38245103	71.29706313	81.38742912	134.0521304	81.97648194	126.2113715	98.26904393	84.62977004
Paip1	62.91972438	58.66562938	53.31163408	56.0245215	57.70716011	64.85179483	54.83890338	51.69254994	49.3582845	51.93778871
Paip2	79.59234229	77.12137499	82.50377772	82.94048595	84.9142777	77.96013634	84.50362035	64.38228022	78.67117578	88.85866942
Paip2b	12.01463597	12.92664827	14.58387794	11.73793112	10.4905751	16.13977615	10.36126746	18.67257609	15.06667694	14.91334312
Pak1	63.21546926	58.455905	49.36081765	50.71315492	56.26763008	82.05779972	56.47182358	60.38101392	74.00945643	60.96519433
Pak1ip1	54.32463864	56.33959533	50.28755237	54.32337206	76.56500352	63.26290495	79.07999254	46.3575282	60.49047031	61.41397549
Pak2	226.9102633	217.8464353	238.6829656	241.2607937	195.5781488	209.5453061	206.9920749	270.1807439	248.0221164	249.4360202
Pak3	0.147872443	0.59104144	0	0.151213283	0.665782639	0.418128916	0.583185786	0.457287578	0.316996916	0.431520345
Pak4	26.04403397	25.49104533	19.19316378	18.27790563	20.24339106	20.88553934	22.70536659	20.59699465	21.33202775	22.2664498
Pak6	0.776330324	0.59104144	0.243877558	0.756066417	1.385547655	1.066228735	1.049734414	0.266751087	0.484818813	0.379737904
Pakap	0.018484055	0	0.17071429	0	0	0.041812892	0.097197631	0.019053649	0.055940632	0.017260814
Palb2	5.360376048	4.709265667	4.82877564	3.364495556	3.922719334	8.23713964	3.829586659	8.02158626	7.887629143	5.23002658
Pald1	8.576601678	6.50145584	13.1206126	4.612005144	11.94809926	24.75323181	13.0633616	21.81642819	14.97344256	12.16887373
Palld	19.22341755	18.72266755	15.85204124	14.45977023	15.22303008	20.57194265	15.45442332	26.42741127	18.16205859	12.16887373
Palm	29.85174937	33.1555182	28.75316404	33.04010242	43.61775994	22.0981132	43.60285724	16.86247943	15.01073631	33.81393423
Palm3	0.351197051	0.495712175	0.292653069	0.567049813	0.053982376	0.250877349	0.194395262	0.628770419	0.42887818	0.293433835
Palmd	0	0.171592676	0.073163267	0.189016604	0.287906006	0.062719337	0.15551621	0.019053649	0.111881264	0.103564883
Pam	42.73513595	37.48346681	41.99571541	37.57650093	25.92953468	36.50265435	24.20221011	51.59728169	36.60382035	17.07094484
Pam16	8.761442231	8.102987484	7.487041017	8.562452173	10.29263972	9.637871508	11.95530861	6.859313667	7.328222821	6.196632153
Pamr1	0.332712996	0.476646323	0.438979604	0.302426567	0.413864884	0.188158012	0.40823005	0.266751087	0.354290671	0.241651393
Pan2	27.5227584	27.607355	41.33724601	31.9060028	45.48914898	26.40484103	40.04542395	41.67033052	39.17708943	48.74453816
Pan3	76.94912238	72.31678006	88.7470432	90.48224846	62.13371496	59.93878007	62.0509676	84.38861175	82.38190438	84.42264028
Pank1	6.950004808	5.357504666	4.633673594	4.026053671	1.943365542	4.327634278	1.88563404	5.620826477	3.729375481	3.72833578
Pank2	39.90707548	37.7313229	31.72847024	35.28940001	31.74163718	35.43642561	33.41654552	36.65922082	35.20530454	34.34901945
Pank3	52.58713744	47.98875176	56.3357158	44.64572193	31.4717253	52.70514983	35.88536535	80.00627246	55.6236353	60.22297934
Pank4	25.0828631	20.55298943	25.21693945	20.52720322	32.11951381	31.61054603	30.55893517	34.77290956	29.70447571	34.7805398
Panx1	16.52474547	18.18882367	16.70561269	13.07994901	16.2307011	16.22340193	19.38120761	12.97553502	14.58185813	16.84655427
Paox	29.99962182	33.55590111	20.75398015	24.70447018	20.29737344	35.70820941	20.15878866	45.99550886	29.35018504	18.38276669
Papln	0.443617328	0.228790235	0.048775512	0.321328227	0.485841385	0.041812892	0.136076683	0.323912034	0.372937548	0.224390579
Papola	174.6373548	160.6488766	155.7889838	145.391572	117.6455918	176.3249638	125.3849439	203.988367	182.2545798	181.1695016
Papolg	9.888969607	9.647321569	8.145510423	8.902682061	7.341603157	10.57866157	10.6917394	10.42234604	11.11353893	13.20452255
Pappa	0	0.019065853	0	0.037803321	0.017994125	0	0.019439526	0	0.093234387	0
Pappa2	0.147872443	0	0	0.056704981	0.161947128	0	0.15551621	0.095268245	0.111881264	0.086304069
Papss1	48.6315496	50.00973216	49.43398092	44.79693521	59.52456678	68.88673887	59.93205924	60.05710188	57.86126059	56.23573135
Papss2	29.66690882	26.23461359	31.50898044	34.87356349	29.29443613	23.03890326	25.44633978	36.12571864	31.34540092	23.92348792
Paqr3	2.125666364	2.612021848	0.951122475	1.606641136	2.033336169	0.731725603	1.185811098	2.172115994	2.181684657	2.986120787
Paqr4	7.726335132	7.22595825	4.853163396	4.366283558	5.776114249	10.57866157	5.773539279	12.36581825	9.453966845	6.265675408
Paqr5	0.184840553	0.057197559	0.487755115	0.245721586	0.071976502	0.250877349	0	0.247697438	0.298350039	0.13808651
Paqr6	0.776330324	0.533843881	0.195102046	0.378033209	1.151624025	0.376316024	1.6329202	0.590663121	0.820462606	1.070170455
Paqr7	20.14762032	21.08683331	21.26612302	18.8638571	23.71625726	27.26200531	22.84144327	29.8189608	19.69110254	15.86268788
Paqr8	2.125666364	1.887519437	1.60959188	1.79565774	2.231271548	1.066228735	2.566017457	0.895521506	1.93927525	2.381992304
Paqr9	0.979654933	1.010490204	0.731632673	0.756066417	0.413864884	0.418128916	0.15551621	0.362019332	0.5780532	0.586867669
Pard3	1.293883874	0.838897528	1.097449009	0.472541511	2.177289172	0.919883615	1.088613467	0.990789752	1.491750193	2.571861256
Pard3b	0.351197051	0.857963381	0.268265313	0.245721586	0.071976502	0.522661145	0.174955736	0.800253261	0.783168851	0.069043255
Pard6a	4.60252978	5.643492459	5.267755243	6.407662884	7.21564428	4.76666964	6.803834167	4.039373604	4.326075558	3.676553339
Pard6b	0.203324609	0.324119499	0.195102046	0.01890166	0.215929505	0.188158012	0.213834788	0.285804736	0.167821897	0.707693366
Pard6g	0.240292719	0.59104144	0.121938779	0.321328227	0.413864884	0.773538494	1.049734414	0.724038665	0.652640709	0.621389297
Parg	38.72409594	35.67221078	39.50816433	38.65389557	33.27113784	41.1856982	32.77504116	45.84307967	42.06735543	44.7918118
Park7	156.0054271	152.2599013	125.2311258	134.9011505	173.5893276	184.9802323	164.8277426	140.5587692	149.5666037	114.3701522
Parl	75.76614284	79.63806758	60.74989959	68.91545391	94.12726989	83.1449349	87.05019828	68.955156	67.57628372	69.38847146
Parm1	0	0.190658529	0.048775512	0.113409963	0.125958878	0.041812892	0.097197631	0	0.037293755	0
Parn	19.59309866	16.79701641	14.70581672	17.38952759	17.18438974	22.68349368	17.82604552	22.33087671	19.46734001	16.58764206
Parp1	119.1667048	105.3388373	110.0619417	97.8160927	117.537627	178.7501115	110.7275412	214.5440886	162.7872398	117.9776623
Parp10	52.91985044	53.53691495	68.04183856	73.11162253	92.75971636	46.78862567	88.81919516	43.1374615	69.19856206	96.10821122
Parp11	23.1790054	25.37665021	19.46142909	22.68199251	17.13040737	13.75644133	15.70713716	15.87168968	18.31123361	21.67958213
Parp12	95.43317772	101.3350082	75.69959387	92.59923443	71.58063079	58.64258043	73.13149753	60.66681865	88.96425211	95.38325704
Parp14	207.9641066	206.5594504	176.3234741	221.5841652	96.50249444	111.7031398	99.76364841	138.7677262	214.1407401	219.3849434
Parp16	7.670882966	8.179250895	10.14530639	3.591315481	4.156642964	6.439185303	2.779852245	8.459820189	6.302644564	4.142595311
Parp2	37.70747289	38.43675945	29.72867427	28.20127736	42.50212416	51.17897929	39.17064527	45.80497237	41.78765227	44.53289959
Parp3	49.53726831	41.02971545	40.72755211	36.08326975	32.58736107	41.22751109	27.81796198	47.2530497	37.85316114	46.05185121
Parp4	38.44683511	34.89051081	46.97081759	43.6061306	46.13693749	35.41551916	45.56624939	62.93420289	43.5777525	61.53480118
Parp6	20.0736841	19.59969678	27.09479665	23.1167307	29.92423052	20.63466199	28.5761035	23.11207633	21.74225906	28.87734148
Parp8	30.42475509	28.903833	33.50877641	29.3731803	32.11951381	24.18875778	34.21356609	29.39978052	33.80678874	64.07214081
Parp9	67.55922227	71.00123621	52.60438917	61.20357646	36.95993354	42.75368164	43.2723853	40.69859442	59.44624517	69.90629587
Parpbp	3.086837242	2.020980408	1.487653101	0.472541511	1.799412539	4.641230965	1.924513093	4.820573216	3.225909791	3.59024927
Pars2	1.256915763	1.429938968	0.97551023	1.663346117	1.547494783	3.407750663	1.982831671	2.705618168	2.069803392	1.639777311
Parva	2.088698253	2.554824289	1.390102078	1.927969363	2.771095309	2.446054157	3.460235662	2.648457221	3.486966075	3.711074966
Parvb	124.4716287	125.5677072	113.2811255	112.3892729	108.9544292	118.6858927	103.4765979	147.4942975	124.3933192	98.38663864
Parvg	27.59669462	21.9829284	41.14214396	39.54227361	109.6741942	57.65997748	110.7469807	64.57281671	62.52297995	74.92919269
Pask	3.179257518	2.764548671	2.316836797	1.549936155	1.529500658	4.578511627	1.749557357	8.402659242	3.52425983	2.917077532
Pate2	0	0.019065853	0	0	0.017994125	0	0	0.057160947	0.111881264	0.103564883
Patj	2.273538807	1.754058467	0.853571451	1.531034494	1.133629899	1.045322289	1.47740399	0.743092314	1.118812644	1.708820566
Patl1	71.73661877	67.14993392	81.43071647	74.34023045	47.57646752	60.39872188	50.2511752	83.87416322	78.01853507	78.53670277
Patl2	1.053591154	0.629173146	0.829183696	0.396934869	0.341888382	0.083625783	0.213834788	0.190536491	0.130528142	0.276173021
Patz1	8.151468405	8.369909424	9.560000257	9.413026892	16.75253073	12.52296103	17.5927712	14.65225614	11.87806091	13.80865104
Pawr	0.51755355	0.324119499	0.195102046	0.396934869	0.593806138	0.606286928	0.194395262	0.342965683	0.466171935	0.983866386
Pax3	5.896413653	2.764548671	3.438673562	1.927969363	8.367268304	5.477488796	8.553391524	6.744991772	9.640435619	13.82591185
Pax5	0.036968111	0.038131706	0.146326535	0.075606642	0.881712144	0.522661145	0.738701995	0.323912034	1.249340786	0.966605573
Pax8	0.036968111	0.057197559	0.292653069	0.831673059	0.017994125	0	0.097197631	0.057160947	0.167821897	0.224390579
Pax9	0.092420277	0.019065853	0.17071429	0	0.431859009	0	0.097197631	0.152429193	0.372937548	0.224390579
Paxbp1	83.25218525	76.24434576	84.28408389	71.82630962	46.15493161	70.81013188	47.64627869	98.96465329	84.86193908	90.27405615
Paxip1	28.11424817	24.95720145	25.60714354	23.85389546	23.82422201	31.5060138	23.05527806	46.79576213	33.6762606	34.84958305
Paxx	7.042425084	7.416616779	8.925918607	10.22579829	16.06875397	8.63436211	13.04392207	7.697674226	7.98086353	9.907707119
Pbdc1	38.59470755	41.86861298	34.58183766	35.45951496	45.81304323	47.12312881	45.58568892	42.35626189	40.42643022	36.50662118
Pbk	14.5284675	11.02006298	7.389489994	4.536398502	7.197650154	18.25132717	5.656902121	18.19623487	13.64951426	6.610891684
Pbld1	0	0.057197559	0	0	1.655459536	0.250877349	2.468819826	0.190536491	0	0.776736621
Pbld2	0.073936221	0.038131706	0.146326535	0.170114944	0.035988251	0.041812892	0.019439526	0.152429193	0	0.189868952
Pbrm1	81.49619999	85.66287709	79.23581845	93.20408756	82.44908252	83.18674779	85.39783855	110.1681989	102.1103007	79.20987451
Pbx1	4.140428396	4.404212021	17.29091883	17.8620691	49.21393293	5.122079218	50.60108667	6.954581912	12.73581727	22.24918898
Pbx2	71.477842	72.85062394	77.50428779	79.80281032	124.9692008	78.69186194	119.0865374	87.58962479	84.4330609	92.65604846
Pbx3	10.96104482	11.95428977	11.73051052	9.469731873	9.230986323	9.470619942	8.728347259	10.17464861	11.03895142	8.285190622
Pbx4	0.295744885	0.057197559	0.438979604	0.189016604	0.503835511	0.439035362	0.738701995	0.304858385	0.633993832	0.396998717
Pbxip1	54.45402703	63.33676334	111.7934724	118.8158374	189.9279934	50.59359881	216.2258498	47.71033728	72.6295875	115.2331929
Pcbd1	0.351197051	0.266921941	0.097551023	0.283524906	0	0.083625783	0.019439526	0.076214596	0.037293755	0.086304069
Pcbd2	11.62647081	12.62159462	8.072347155	10.7928481	10.02272784	10.74591313	8.106282421	6.402026089	6.563700847	6.300197036
Pcbp1	336.5391956	300.9926198	320.3575596	323.4452132	455.6112548	369.7095873	452.2994559	320.9015577	358.0200462	400.640749
Pcbp2	201.9937568	175.3867809	212.4173526	184.7070257	227.6616744	210.4024704	228.8615418	251.8130262	225.8509792	254.0273966
Pcbp3	3.364098072	3.565314493	2.707040889	2.419412535	2.303248049	2.299709037	1.827315462	2.553188976	2.759737856	1.570734055
Pcbp4	11.79282731	10.10490204	9.901428837	9.224010288	17.49028988	11.26857428	18.42867083	10.00316576	11.35594834	14.36099708
Pcca	20.6097217	18.18882367	15.43744939	17.03039604	12.32597589	19.5893397	13.97701933	22.23560847	21.33202775	15.72460137
Pccb	30.72049997	31.66838167	28.21663341	28.10676905	29.24045375	40.97663374	27.29309477	38.14540545	35.2425983	23.18127293
Pcdh1	3.382582127	3.584380346	2.560714354	4.044955331	4.462543096	3.449563555	3.343598505	1.695774768	3.058087895	1.639777311
Pcdh11x	0.221808664	0.076263412	0.073163267	0.245721586	0.23392363	0.041812892	0.077758105	0.076214596	0.111881264	0
Pcdh15	0.166356498	0	0	0	0.23392363	0.146345121	0.097197631	0	0	0.034521628
Pcdh17	0.979654933	0.800765822	0.80479594	1.077394644	0.863718019	1.149854518	1.47740399	0.381072981	0.783168851	0.5005636
Pcdh18	0	0	0	0	0.035988251	0.083625783	0.116637157	0.41918028	0.018646877	0.207129766
Pcdh19	0.924202767	1.754058467	0.268265313	0.737164757	0.395870758	0.355409578	0.213834788	0.171482842	0.876403238	0.258912207
Pcdh7	1.10904332	1.410873115	1.073061253	1.304214569	1.835400789	1.358918976	2.274424564	2.553188976	2.237625289	2.606382883
Pcdh9	0.702394103	0.705436557	0.682857161	0.718263096	1.763424288	0.857164277	0.56374626	0.438233929	0.559406322	0.448781159
Pcdhb12	0	0	0	0	0	0.020906446	0.058318579	0	0	0
Pcdhb14	0.184840553	0	0	0.151213283	0.179941254	0.020906446	0.174955736	0.076214596	0.167821897	0.120825697
Pcdhb16	0.221808664	0.114395117	0.121938779	0.01890166	0.143953003	0.229970904	0	0.323912034	0.149175019	0.155347324
Pcdhb17	0.073936221	0.495712175	0.195102046	0.01890166	0	0.188158012	0.136076683	0.133375544	0.149175019	0.034521628
Pcdhb19	0	0	0.146326535	0.037803321	0.071976502	0	0.019439526	0	0.018646877	0
Pcdhb20	0.073936221	0	0.024387756	0.113409963	0	0	0.116637157	0	0	0
Pcdhb22	2.033246087	1.63966335	0.951122475	1.455427853	0.161947128	0.731725603	0.019439526	0.476341227	1.00693138	0.36247709
Pcdhb5	0.147872443	0.076263412	0.121938779	0.056704981	0	0.020906446	0.077758105	0	0	0.017260814
Pcdhga1	0.314228941	0.400382911	0.097551023	0.151213283	0.197935379	0.146345121	0.174955736	0.190536491	0.018646877	0.051782441
Pcdhga10	0	0	0	0	0	0	0	0	0	0
Pcdhga11	0.036968111	0.152526823	0.097551023	0.075606642	0.071976502	0.020906446	0.019439526	0.019053649	0.018646877	0
Pcdhga12	0.573005716	0.629173146	0.365816336	0.340229888	0.23392363	0.669006265	0.311032419	0.41918028	0.223762529	0.483302786
Pcdhga5	0.739362214	0.343185352	0.707244917	0.283524906	0.089970627	0.041812892	0.116637157	0.20959014	0.261056284	0.155347324
Pcdhga6	0.388165162	0.171592676	0.512142871	0.113409963	0.017994125	0.104532229	0.174955736	0.019053649	0.07458751	0.017260814
Pcdhga7	0.184840553	0.171592676	0.146326535	0.226819925	0.161947128	0.041812892	0.038879052	0	0.018646877	0.069043255
Pcdhga8	0.092420277	0.095329265	0	0	0	0	0.019439526	0.057160947	0.335643793	0.103564883
Pcdhga9	0.055452166	0.13346097	0	0	0.017994125	0	0.077758105	0.019053649	0.111881264	0
Pcdhgb1	0.332712996	0.076263412	0.219489802	0.056704981	0.395870758	0.480848253	0.388790524	0.152429193	0.279703161	0.379737904
Pcdhgb2	1.792953368	0.343185352	0.487755115	0.86947638	0.917700395	1.170760964	0.913657731	0.990789752	1.193400154	1.467169173
Pcdhgb4	0.369681107	0.877029234	0.390204092	0.264623246	0.053982376	0.062719337	0	0.304858385	0.354290671	0.120825697
Pcdhgb5	0.924202767	0.877029234	0.414591848	0.604853134	0.089970627	0.689912711	0.388790524	1.047950699	0.783168851	0.189868952
Pcdhgb6	1.127527376	0.762634116	1.048673498	0.510344831	0.449853135	1.735235	0.077758105	1.429023681	1.044225135	0.103564883
Pcdhgb7	0.332712996	0.400382911	0.17071429	0.340229888	0	0.167251566	0.038879052	0.381072981	0.410231303	0.017260814
Pcdhgc3	1.996277977	1.391807262	1.633979636	1.474329513	0.539823762	2.550586386	0.583185786	3.90599806	2.44274094	0.535085228
Pcdhgc4	0.129388387	0.190658529	0.268265313	0.396934869	0.143953003	0.083625783	0.058318579	0.019053649	0.018646877	0.155347324
Pcdhgc5	0.499069494	0.629173146	0.926734719	0.86947638	1.709441912	0.94079006	1.924513093	0.685931367	0.708581341	0.293433835
Pced1a	10.85014048	10.25742886	14.09612283	12.98544071	15.29500658	12.48114814	14.67684227	17.94853743	14.43268311	15.58651486
Pced1b	8.391761124	7.740736279	7.633367552	7.125925981	16.57258948	9.512432833	14.98787469	12.3467646	8.726738626	9.061927243
Pcf11	68.72371775	64.93829499	96.1853087	95.41558183	43.76171294	59.77152851	44.67203119	92.77221734	94.61425596	79.5723516
Pcgf1	6.931520752	6.463324134	6.340816497	6.388761224	14.61122981	9.261555484	10.40014651	7.62145963	6.451819583	7.922713532
Pcgf2	5.563700657	3.851302286	4.36540828	4.517496842	7.611515038	5.853804821	6.5316808	9.279127099	5.780531996	8.198886553
Pcgf3	31.95893168	29.45674274	29.14336813	26.85925947	22.67259799	32.15411362	23.26911285	41.70843782	31.7742791	31.50098518
Pcgf5	41.0161188	48.56072734	51.97030752	59.06768883	51.51718098	36.64899947	50.34837283	36.44963068	51.68914417	62.48414594
Pcgf6	6.450935314	6.997168015	5.218979732	5.084546655	4.156642964	7.69357205	4.762683917	7.792942471	5.761885119	5.557982042
Pcid2	33.28978367	34.20414011	34.16724581	33.49374227	42.19622403	36.7117188	39.05400812	36.52584527	35.96982652	44.98168075
Pcif1	49.35242776	44.99541285	52.45806263	50.71315492	87.95528489	54.16860104	86.19485913	61.63855475	55.51175404	66.86839265
Pck2	28.26212061	25.01439901	18.24204131	17.69195416	30.96788979	26.69753127	26.80710662	23.47409566	16.27872398	20.40228191
Pclaf	44.04750387	35.48155225	20.31500055	15.14023	35.86229189	81.07519676	39.71495201	56.79892789	55.51175404	44.20494413
Pclo	0.462101383	0.838897528	0.487755115	0.9072797	1.061653398	0.39722247	1.205250624	0.704985016	0.410231303	0.293433835
Pcm1	38.70561188	30.25750856	37.02061324	33.89067714	21.16109145	38.09154422	20.74197445	60.93356974	44.92032767	41.30512741
Pcmt1	32.45800118	32.73606943	33.55755192	31.60357623	30.87791916	42.48189784	34.79675188	38.58363937	37.66669236	32.70924214
Pcmtd1	51.7368709	52.73614913	48.58040947	50.73205658	17.86816651	31.61054603	21.55843455	43.40421259	37.57345798	31.72537576
Pcmtd2	17.78166124	18.53200902	22.48551081	17.48403589	15.99677747	14.59269916	17.32061784	19.491883	15.32773323	19.62554529
Pcna	306.964707	255.9209435	242.1216392	230.9593887	202.919752	403.8916262	200.7325474	328.0657298	286.9567964	216.3297793
Pcnp	88.50165697	86.97842094	92.40520656	85.34099682	73.07414319	99.13836592	84.60081798	97.24982487	93.43950269	92.84591741
Pcnt	26.30281075	26.71125992	25.14377618	25.30932331	21.77289172	23.77062886	23.96893579	45.74781143	29.61124132	28.10060486
Pcnx	55.72942685	51.74472478	71.11469579	62.35657774	107.5868757	61.29769905	101.1438548	95.45878186	87.69626444	112.3678978
Pcnx2	0.609973826	0.705436557	0.268265313	0.756066417	0.809735642	0.54356759	0.933097257	0.438233929	0.223762529	0.155347324
Pcnx3	67.65164254	55.53882951	70.38306311	56.45925969	89.89865043	70.51744164	89.3635019	104.3758896	86.20451425	91.43053068
Pcnx4	8.742958176	8.99908257	5.706734847	6.407662884	6.51387339	10.93407115	6.045692645	8.345498294	6.134822667	6.248414594
Pcolce	5.600668768	3.222129141	2.828979668	2.268199251	3.760772206	2.655118615	2.799291771	2.191169643	3.44967232	4.902071118
Pcolce2	0.092420277	0.209724382	0.195102046	0.321328227	0.089970627	0.041812892	0.038879052	0	0.093234387	0.017260814
Pcp4l1	2.033246087	1.487136526	2.316836797	1.587739476	0.539823762	3.198686205	0.427669576	5.544611881	3.300497301	0.655910924
Pcsk1	0.092420277	0.038131706	0.024387756	0.056704981	0.017994125	0.020906446	0	0.152429193	0.055940632	0.086304069
Pcsk1n	9.352932002	10.31462642	4.780000128	9.507535194	13.27966453	6.961846447	8.047963843	3.08669115	5.407594448	4.574115656
Pcsk2	0.998138988	1.163017027	1.292551055	1.134099626	2.933042438	1.651609217	1.166371571	0.743092314	0.895050116	0.483302786
Pcsk4	0.51755355	0.915160939	0.731632673	0.774968077	2.087318545	1.358918976	2.468819826	2.210223293	0.652640709	1.72608138
Pcsk5	0.406649217	0.152526823	0.17071429	0.113409963	0.23392363	0	0.15551621	0.228643789	0.279703161	0.207129766
Pcsk6	0.073936221	0	0.097551023	0.378033209	0.089970627	0.020906446	0	0	0.018646877	0.034521628
Pcsk7	46.93101651	40.93438618	41.89816439	37.74661587	47.88236765	38.15426356	45.83840276	51.5210671	44.62197763	45.84472144
Pcsk9	0	0.019065853	0	0	0.071976502	0.125438675	0.40823005	0.190536491	0.279703161	0.483302786
Pctp	35.45241814	34.96677422	35.72806218	31.86819948	23.87820439	41.35294977	26.24336036	40.77480902	33.28467617	21.88671189
Pcx	1.38630415	2.726416965	1.585204124	2.154789289	3.328913196	2.320615482	2.157787407	3.715461569	3.02079414	1.708820566
Pcyox1	85.54420811	88.6943477	81.50387974	69.72822531	43.63575406	72.50355399	45.83840276	105.9573425	64.40631456	51.16105209
Pcyox1l	4.768886278	3.889433992	3.658163363	4.385185219	8.421250681	8.927052351	7.289822321	7.545245033	6.339938318	6.300197036
Pcyt1a	125.8394488	128.0081364	129.4745953	130.4403586	62.47560334	81.28426122	61.6816166	119.123414	101.8678913	96.26355854
Pcyt1b	2.328990973	1.63966335	0.780408184	0.812771398	0.755753266	1.818860784	0.369350998	1.867257609	1.361222051	0.431520345
